ID,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,was_home,form,total_points,class
2592,0.105263437,0.114218075,0.69447275,12.1,30.15,13,5.55,10,0,2.75,0,no
2682,0.078376086,0.021729933,0.887513,1.4,5.625,9.25,1.55,8,1,1.75,0,no
2767,0.377770036,0,2.063145,20,5,29,5.4,10,1,4,0,no
2789,0.00466336,0,1.880197,6.55,0.425,0.75,0.775,2,0,1.25,0,no
2826,0,0,1.093025,6.1,2.525,2,1.075,5,0,1.75,0,no
3019,0.053410986,0.014112521,1.16693825,20.95,8.675,7.25,3.675,3,0,1.75,0,no
3045,0.02967888,0.048004471,1.502474,10.9,14.95,7.75,3.35,2,1,1.75,0,no
3137,0.350249154,0.269869824,1.245109,32.1,21.525,27.25,8.075,1,1,6.25,0,no
3161,0.005161005,0.008775711,1.57165025,24.7,3.925,2.5,3.125,8,0,2.5,0,no
3200,0.005161005,0.008775711,1.51280275,21.05,3.95,2.5,2.75,10,1,2.5,0,no
3235,0.062527686,0.058435564,1.05443125,13.2,14.375,15.75,4.325,5,1,2,0,no
3355,0,0.054084867,1.60336775,9.3,4.375,0,1.375,9,0,2.25,0,no
3364,0.022826597,0.098492682,0.6543415,8.05,12.225,3.5,2.4,10,1,1.75,0,no
3419,0.012033935,0.072611738,0.8803195,12.9,20.975,1.25,3.5,10,0,1.25,0,no
3567,0.325864151,0,1.5310805,17.7,2.6,10.75,3.125,4,1,4.25,0,no
3671,0.03384342,0.052109782,1.79353,11.1,21.575,10.25,4.275,9,0,1.25,0,no
3708,0.018498678,0.013917606,0.75145525,12.3,3.4,2,1.775,10,0,3.75,0,no
3723,0.178663522,0.438226752,0.588094,39.9,55.35,15.5,11.075,8,0,7.25,0,no
3753,0,0,4.34421,1.4,0.8,0,0.2,4,1,1,0,no
3765,0.06151685,0.02702813,1.212328,17.3,15.175,12.5,4.5,9,0,3.5,0,no
3792,0,0,0.715382,0,0.4,0,0,6,0,1,0,no
3863,0.026943501,0.180950953,0.9624705,25.45,23.725,9.25,5.825,9,1,4.75,0,no
3914,0,0,2.172645,4.9,3.05,0,0.8,2,0,1,0,no
3970,0.113626406,0.035227627,2.2157275,5.95,14.825,8.25,2.875,7,0,1.75,0,no
4024,0.010645988,0,1.57454375,6.05,1.3,4.5,1.2,10,0,1.5,0,no
4030,0.113626406,0.035227627,2.27198,6.15,11.075,7.75,2.475,9,1,1.25,0,no
4044,0.084986448,0.220519614,0.89091025,18.3,15.45,20,5.375,3,1,2.75,0,no
4053,0.020363342,0.012859081,1.6587715,8.6,6.5,8,2.325,4,0,1.5,0,no
4061,0,0,1.57754975,1.65,1,0.5,0.3,1,0,1.25,0,no
4143,0.00452781,0,1.66720875,5.5,0.625,2,0.825,9,1,0.75,0,no
4148,0.113626406,0.104142375,1.45052975,4.25,12.075,7.75,2.4,2,0,0.75,0,no
4163,0,0,1.687425,12.2,3.3,0,1.55,9,0,1,0,no
4193,0.032560177,0.01281468,1.323044,12.5,9.7,7,2.925,8,0,2.5,0,no
4233,0.002610357,0.056339879,1.78738825,7.35,8.25,1.75,1.725,3,0,1.25,0,no
4363,0.006044624,0.021455424,0.98945575,6.9,7.75,1.75,1.625,5,0,1.75,0,no
4406,0,0,2.2632725,4.9,0.675,0.5,0.6,2,0,1.25,0,no
4418,0.018448413,0.115007964,1.282241,19.05,7.075,4.5,3.05,10,1,1.75,0,no
4436,0,0.017010829,1.015208,9.8,9.275,1,2.025,5,0,1.75,0,no
4462,0.009901439,0.013034543,1.40794,2,4.4,0.75,0.725,3,1,1,0,no
4466,0.232164124,0.218284648,1.44177875,22.65,24.15,17.5,6.425,2,0,4.5,0,no
4507,0.177391626,0.066239223,1.787275,17.55,25.3,4.5,4.75,6,1,3,0,no
4613,0.480212647,0.141039543,1.448544,22.8,20.625,21.75,6.5,5,1,5.25,0,no
4631,0.04479062,0.157971693,0.976467,16,20.1,9.5,4.575,9,1,2.5,0,no
4728,0,0.013034543,1.645295,2.8,3.85,1,0.8,6,1,0.75,0,no
4876,0.079105029,0.014288896,1.39633325,13.75,11.225,16.75,4.175,3,0,3,0,no
4885,0.060737879,0.131128449,1.2668345,13.8,32.575,12.25,5.85,2,1,2.75,0,no
4887,0.141834159,0.125088289,1.7832975,9.35,31.55,17,5.8,10,1,1.25,0,no
4915,0.074057961,0.159985319,1.39633325,34.55,38.3,19.75,9.25,3,0,5.75,0,no
4925,0.438435206,0.192089744,1.6183245,29.05,13.675,43,8.575,4,0,4.5,0,no
5102,0.039981365,0.037575793,0.4656425,5,10.15,8.75,2.4,8,0,2,0,no
5311,0.020660287,0.178489931,0.84418175,10.55,20.45,7.25,3.85,3,0,2,0,no
5332,0.110445013,0.03139763,1.1357195,27.25,18.875,25,7.15,1,1,5,0,no
5353,0.033042535,0.020328021,0.7494825,2.75,6.775,1.5,1.075,8,0,1.75,0,no
5422,0.07391101,0.08483078,1.872845,12.2,19.85,10.25,4.225,2,0,1.75,0,no
5441,0.035882065,0.035109712,0.7822145,6.75,16.55,19.25,4.25,8,1,1.25,0,no
5487,0.165244043,0.127831049,1.5797485,20.7,13.85,18,5.25,6,0,4.5,0,no
5489,0.061629698,0.069998838,1.35544475,4.45,12.05,10.5,2.6,10,1,1.75,0,no
5527,0.058009953,0.03089047,2.2258075,3.2,9.975,4.25,1.725,7,1,1,0,no
5535,0.049282517,0.118085695,1.717246,18.5,29.975,8,5.65,7,1,2.25,0,no
5546,0.009447129,0.005851137,1.668107,25.75,5.575,2.25,3.35,9,1,4,0,no
5602,0.011864076,0.126120128,0.649789,15.6,12.25,3.75,3.15,5,1,4.5,0,no
5618,0.020461686,0.00427915,2.5187,17.1,4.9,1.75,2.4,7,1,1.5,0,no
5823,0.010323575,0.004662323,2.30326,12.8,4.75,4.25,2.2,6,1,1,0,no
5856,0.017364606,0.020051733,0.6269295,8.75,12.925,0.75,2.25,3,1,1.75,0,no
5881,0.033906299,0,1.2099385,9,1.3,1.5,1.175,7,0,2,0,no
5935,0,0.006728784,1.27708775,9.4,4.575,0,1.4,4,1,1.75,0,no
5948,0.025880218,0.029795588,1.23725075,25.1,10.85,7,4.3,8,1,2.25,0,no
5995,0,0.039540228,2.5154425,8.7,9.3,1.5,1.95,2,1,1,0,no
6002,0.009304258,0,1.61543275,10.1,3.25,2,1.525,6,0,1.75,0,no
6084,0.181619931,0.263608722,2.3441075,14.65,23.375,33,7.1,3,1,2.25,0,no
6235,0.265036406,0.571713984,0.791451,29.1,22.85,12.5,6.45,8,1,8.5,0,no
6246,0.540447736,0.183869354,1.29318,30.9,24.75,52.5,10.825,4,1,4.75,0,no
6340,0.062152376,0.182348346,1.937165,10.05,21.575,15.25,4.7,1,1,1.5,0,no
6346,0.10038317,0.015949391,1.78468275,3.45,4,11.75,1.925,9,1,1.25,0,no
6372,0.017452572,0.08450842,1.2727485,16.3,12.75,6,3.5,2,0,1,0,no
6435,0.085515755,0.120332521,0.83544575,3.8,9.825,13,2.675,8,1,1.25,0,no
6453,0.220195485,0.037882823,1.27177975,15.35,7.825,8.5,3.2,9,0,3.25,0,no
6464,0.027581898,0,1.7318375,3.05,2.6,3.5,0.9,4,0,1.5,0,no
6594,0.022079155,0.012368702,1.054639,9.4,6.35,8.25,2.4,10,0,2,0,no
6722,0.117087245,0.087523487,0.99597025,14.95,17.075,13.75,4.55,6,0,2.75,0,no
6730,0.004595165,0.022800938,1.461699,10.3,8.75,2,2.1,3,0,1,0,no
6746,0.316824956,0.126221914,1.114358175,21,13.325,9.75,4.425,8,1,5,0,no
6890,0.002587802,0,1.1173015,2.15,1.5,1.75,0.525,9,0,1.25,0,no
6962,0.116909698,0.367748179,0.9556995,25.1,38.125,32.5,9.575,9,1,3.5,0,no
7014,0.095887615,0.186236474,2.2310125,5.85,13.025,11.25,3,9,0,1.25,0,no
7067,0.094667926,0.114574709,2.85971,10.3,13.2,15.75,3.95,1,1,2,0,no
7116,0.017314033,0,1.76152675,2.95,1.525,3.5,0.8,2,1,1,0,no
7166,0.061502687,0.159840787,1.21053625,15.35,20.575,14.75,5.075,10,0,3.25,0,no
7185,0,0.057509598,2.21938,21.65,11.975,1,3.475,8,1,2,0,no
7285,0.014514738,0.142849167,1.31402,35,29.875,4.25,6.875,2,1,4.75,0,no
7369,0.048816786,0.139922392,1.58826875,5.8,6.975,16.75,2.95,9,0,1.5,0,no
7483,0.315956883,0.082847873,1.120766,4.3,21.225,28.5,5.4,6,0,2,0,no
7522,0.027290913,0.267418774,0.61043225,14,13.925,10.75,3.875,8,1,2.25,0,no
7581,0,0.020804556,1.30833575,11.65,6.725,3,2.125,9,1,1.75,0,no
7583,0.003240215,0.011645024,0.71081325,10.05,10.5,2,2.275,10,0,4,0,no
7585,0.019561173,0.034117731,1.07714275,24.15,14.575,4,4.275,3,0,4,0,no
7717,0.029183632,0.132158169,2.69967,19.2,17.7,6,4.275,3,0,3.25,0,no
7790,0.009709953,0,1.05640375,8.7,2.55,3,1.425,9,0,1.25,0,no
7850,0.204295715,0.055237458,0.893797,22.95,20.325,8,5.125,8,0,4.25,0,no
7863,0.041152054,0.008836646,1.47905125,14.15,5.275,2,2.15,6,0,2.5,0,no
7868,0.056295539,0.027964817,0.7999345,11.2,11.925,11.25,3.45,8,0,2.25,0,no
7903,0.016311739,0.060835673,1.941505,18.05,29.3,2.75,5,7,0,4.5,0,no
7934,0.018780502,0,2.39624,5.55,1.775,0.75,0.75,8,1,1.5,0,no
8004,0.018455203,0.057830563,2.38233,13.1,25.45,3,4.15,4,0,3.25,0,no
8073,0.011498945,0.014590478,0.916083,9.7,4.45,2.5,1.675,8,0,2,0,no
8107,0.026758235,0.166850874,2.0427925,19.8,30.2,6.5,5.65,6,0,1.5,0,no
8164,0.276399547,0.288146702,1.420632,21.7,35.95,23.75,8.15,7,1,4,0,no
8204,0.210714261,0.030237639,0.70289725,20.65,7.9,9.75,3.825,5,0,2.75,0,no
8333,0.089563012,0.024820749,2.0528475,13.8,3.4,11.25,2.85,8,0,1.5,0,no
8376,0,0.187679093,1.291802,10.95,18.475,0,2.95,6,1,1.75,0,no
8531,0.14114324,0.209328428,1.98248575,4.95,12.325,11.5,2.875,8,1,1.5,0,no
8539,0.22585922,0.163837094,1.65049475,32.6,24.45,17.25,7.45,5,0,4.25,0,no
8550,0,0.013867471,2.6105,9.95,3.075,0,1.275,9,1,1.25,0,no
8554,0.288751285,0.043156377,1.05674575,7.1,21.1,32.25,6.05,10,0,4.5,0,no
8568,0.246906862,0.285186686,1.007522375,26.65,28.15,24.5,7.925,3,0,6.25,0,no
8594,0.037783667,0.237218001,1.287227,15.05,23.175,13.5,5.175,8,0,3.75,0,no
8654,0.049048319,0.057264756,0.99205525,12.2,8.45,6.75,2.75,7,1,3.5,0,no
8697,0.040247268,0.034057107,1.8820675,8.7,16.725,15,4.05,8,0,2.25,0,no
8703,0.003649291,0.113003597,2.3227575,11.3,11.025,2.25,2.475,10,1,1.75,0,no
8717,0,0.116681454,1.48395975,13.4,10.8,0,2.425,3,1,2.25,0,no
8782,0.003649291,0.104166951,2.0320525,4.8,8.375,2.25,1.55,2,0,0.5,0,no
8979,0.012936602,0.06264037,0.95991075,14.6,17.525,5,3.725,3,0,2.75,0,no
9027,0.010231248,0.143355652,1.03868675,12.75,17.525,4.75,3.5,7,1,1.75,0,no
9051,0.355367803,0.013783025,2.08136275,11,4.775,20,3.475,5,1,1.75,0,no
9149,0.105912145,0.003488801,1.28204725,3.3,5.55,14.5,2.325,10,0,2.25,0,no
9181,0,0,0.7568645,2,0.275,0,0.25,9,1,1,0,no
9271,0.033564223,0,2.542625,3.9,0.25,11.75,1.575,2,1,1.75,0,no
9314,0.038802795,0.012255938,2.13934975,9.5,3.5,5.25,1.8,3,0,1.75,0,no
9388,0,0.018951578,1.137067,1.7,5.85,2,1,5,0,1,0,no
9399,0.00902351,0.009880547,2.1107775,11.05,7.6,2,2.075,1,1,2.25,0,no
9452,0.014016361,0.037040608,2.13934975,8.45,6.25,0.5,1.525,2,0,1.75,0,no
9493,0.215424776,0.056001405,1.15607125,10.8,13.775,32.75,5.725,5,1,2.5,0,no
9510,0.003177809,0.130867139,1.401152725,8.2,7.6,3.5,1.925,8,0,2.75,0,no
9514,0.263030551,0.057009077,1.16226875,7.45,15.6,34.5,5.75,8,0,2.25,0,no
9636,0,0.0162533,2.06074,10.95,9.8,0,2.075,1,0,1.75,0,no
9777,0.073223546,0.012335716,1.31598225,10.4,4.6,16.25,3.075,3,0,4.5,0,no
9796,0,0.089971179,1.20357175,9.1,29.5,1,3.95,6,0,1.75,0,no
9864,0.312968969,0.061317417,1.182993,11.85,16.6,24.75,5.3,2,1,3.75,0,no
9966,0.019540043,0.116670509,1.21597825,13.2,25.175,6.25,4.45,2,1,1.5,0,no
9968,0.104219808,0.347573444,1.8240925,7.65,11.7,21.25,4.025,3,0,2.5,0,no
9982,0.005191318,0,1.508366,6.8,1.5,2,1.025,8,1,1.5,0,no
9987,0.008986826,0.388768584,1.56772,28.6,22.3,8,5.9,2,0,4,0,no
10006,0.019542696,0.013967561,2.1414775,8.1,4.725,5.75,1.875,3,0,1.25,0,no
10126,0.132212609,0.261860058,1.66171075,9.15,9.15,15,3.325,2,0,2,0,no
10149,0,0,1.20594325,1.35,0.85,0,0.225,4,0,1.25,0,no
10156,0.006749179,0.111444242,2.086745,9.05,6.075,2.5,1.75,6,1,1.75,0,no
10218,0,0.112092238,1.0687295,6.6,9,0.5,1.625,3,0,1.75,0,no
10243,0.00682626,0.019892427,1.30930025,12.55,11,3.75,2.725,5,1,1.75,0,no
10431,0.111888982,0.085518925,1.22412,5.9,16.075,23.5,4.55,8,0,1.75,0,no
10634,0.011120651,0.008042846,1.03132225,5.15,5.675,2,1.325,2,0,1.5,0,no
10666,0.097336185,0.146319785,1.294376,12.4,17.175,17.5,4.675,7,0,2.5,0,no
10676,0.012106604,0.005535963,1.378138,9.1,4.3,8.25,2.175,10,1,1.5,0,no
10683,0,0.019455532,1.27553975,7.8,4.45,2.5,1.5,3,1,1.25,0,no
10747,0.050929409,0.15429909,0.8867205,5.7,5.9,14.25,2.6,2,0,1.75,0,no
10760,0.29361134,0.037025215,0.973092,40.8,7.975,38.25,8.725,2,0,6.75,0,no
10773,0.065198584,0.004952298,1.88268,7.3,6.225,18.5,3.2,2,1,2,0,no
10796,0,0,2.03463,3.3,1.875,0.5,0.55,6,0,1.25,0,no
10811,0,0,1.79064,0.6,0.4,0,0.1,3,0,1,0,no
10916,0.030453512,0.024906827,1.831934,3.4,6.375,8.25,1.8,8,0,1.25,0,no
10944,0.030058376,0,2.068127,8.35,0.875,4.75,1.4,6,0,1.5,0,no
11014,0.097906688,0,1.4560125,1,0.675,5,0.625,6,0,1,0,no
11067,0.027646617,0.011220496,1.17034925,11.25,3.65,6,2.1,10,0,2.25,0,no
11097,0.008865761,0.01727079,2.001971,11.25,4.975,4,2.025,10,1,2.25,0,no
11106,0,0,1.760295,11.5,0.825,0,1.225,9,0,2,0,no
11276,0.02780368,0.032533793,1.2668647,5.95,8.7,5.25,1.95,6,1,2,0,no
11457,0,0,0.9339635,2.25,0.7,0,0.275,10,1,1,0,no
11482,0.028726798,0,2.06868425,2.25,0.75,2.5,0.55,7,0,1,0,no
11646,0.019136645,0.135682484,2.37817,7,7.425,3.75,1.825,8,1,2,0,no
11745,0.012507617,0,2.4168,13.55,1.525,2,1.7,3,0,1.75,0,no
11885,0.053257587,0.013493843,1.33143675,21.8,7.95,14.25,4.425,1,0,2.25,0,no
11925,0.093815965,0.024113923,1.11892025,0.55,5,7,1.25,10,1,1.5,0,no
11961,0,0.157725697,1.291,15,20.15,0.5,3.575,3,0,2,0,no
11984,0.042398335,0.036863968,1.089005,9.25,10.3,5,2.475,4,1,1.75,0,no
12024,0,0,1.28937675,6.25,1.2,0,0.75,10,1,1.5,0,no
12026,0.183762133,0.079479091,1.28937675,15.5,14.75,21,5.15,10,1,3.75,0,no
5,0.204455689,0.077487022,0.684593,23.2,32.8,46,10.2,9,1,2,1,no
8,0.050810535,0.374922067,1.18197,22.4,24.1,9,5.6,4,0,5,1,no
18,0.035455678,0.024344832,0.180046,6.2,15.7,9,3.1,10,1,1,1,no
20,1.068739414,0.062012386,0.740018,38,18.3,58,11.4,10,0,8,1,no
24,0.10875991,0.156303793,0.445604,12.6,52.1,26,9.1,7,0,2,1,no
26,0,0.082277857,1.015808,5.9,21.85,0,2.75,9,0,2,1,no
29,0.272955164,0.213289022,1.256267,33.3,20,34,8.75,10,1,5.5,1,no
32,0.055039808,0,0.740018,1.6,2.9,17,2.2,6,1,5,1,no
36,0,0,0.740987,0,0.3,0,0,8,0,1,1,no
41,0.254116774,0,2.26056,72.4,3.7,38,11.4,3,0,15,1,no
42,0.016915239,0.020988805,0.180046,5,14.3,3,2.2,2,0,1,1,no
44,0.191585541,0.113043405,0.327957,24,64.9,42,13.1,3,0,3,1,no
47,0.661811501,0.412403584,0.425402,38.3,60.25,78,17.7,3,0,5,1,no
50,0.021655263,0,1.7345,7,3.85,4,1.5,4,1,2,1,no
55,0.029034712,0,0.663818,17.1,4.8,9.5,3.15,2,0,2,1,no
60,0,0,1.44317,1.8,3.5,6,1.1,1,1,1,1,no
62,0,0,1.14759,4.2,2.6,0,0.7,2,0,1,1,no
68,0.110877802,0.058656936,1.734177667,13.6,23.06666667,21,5.766666667,9,1,3,1,no
69,0.064469716,0.025704627,0.765525,2.9,15.2,14,3.2,5,1,2,1,no
81,0,0,1.12348,21.4,2.1,0,2.4,3,1,2,1,no
83,0,0,1.14991,0,0.5,0,0.1,1,0,1,1,no
84,0,0,1.69833,2.8,1.8,4,0.9,2,0,1,1,no
100,0.279708202,0.07376687,1.336358667,31,30.9,33,9.466666667,3,1,7.333333333,1,no
112,0.018346603,0.00600873,0.747226,1.466666667,5.366666667,7.666666667,1.433333333,1,1,2,1,no
116,0.275440077,0.008394264,1.061264,14,6.5,13,3.333333333,10,0,3,1,no
125,0.089385544,0.239214296,2.16794,26.26666667,24.43333333,12.66666667,6.333333333,9,1,5.666666667,1,no
128,0.169347676,0.563128393,0.583924,22.15,46.65,16,8.5,3,0,5.25,1,no
131,0,0.026527181,1.209015,5.7,8.4,2,1.65,1,1,1.5,1,no
140,0.262255183,0.095192016,0.708978,7.733333333,21.96666667,34.66666667,6.466666667,3,0,3.333333333,1,no
149,0.158007163,0.457103093,0.816382333,37.66666667,33.06666667,26,9.666666667,6,0,8.333333333,1,no
150,0.048003382,0.029305301,1.236128,8,13.4,8.333333333,2.966666667,5,0,2.333333333,1,no
158,0.206580058,0.013592025,1.108318,11.5,7.825,9.75,2.9,3,1,2.5,1,no
162,0.205788162,0.369728765,1.394726667,13.93333333,51.26666667,15.66666667,8.066666667,9,1,2.333333333,1,no
166,0.071332964,0,2.346636667,5.6,1.8,19.66666667,2.733333333,4,0,2.333333333,1,no
170,0.113390921,0.048286484,0.551052667,4.666666667,22.3,32.33333333,5.933333333,7,0,2,1,no
178,0.035296519,0.041105665,0.9077075,4.7,13.65,6.75,2.525,4,0,2,1,no
187,0.040496515,0.036603988,1.9443075,10.55,8.625,8.25,2.75,7,0,2.25,1,no
188,0.01671293,0.084181421,1.9443075,11.85,21.875,8.75,4.25,7,0,3,1,no
192,0.041250465,0.031883311,1.95286175,5.6,13.775,7,2.625,2,0,2.5,1,no
194,0,0.073098917,0.838778,5.8,7.15,2,1.475,9,1,1.5,1,no
198,0.206580058,0.013592025,0.931623975,11.6,8.275,9.75,2.975,8,0,2.5,1,no
199,0.053668928,0.034408577,0.931623975,13,7.075,14.75,3.425,8,0,5.5,1,no
201,0.159340708,0.277296574,1.362375,11.55,38.9,12,6.225,3,0,2,1,no
203,0.016406242,0.301883087,1.95286175,14.45,14.325,8.25,3.7,2,0,2.5,1,no
211,0.085043191,0.036214863,0.825752,3.5,17.1,24.25,4.5,10,1,1.75,1,no
216,0,0.222439393,0.0342109,24.6,43.5,2,7,8,0,4,1,no
217,0.056909886,0.166121695,1.26628475,8.15,22.625,9.75,4.1,1,1,2.5,1,no
221,0.230663636,0.15588218,0.650644,7.85,31.175,33.5,7.275,5,0,2.75,1,no
224,0.240380378,0.071922566,1.6914815,15.85,32.65,21,6.95,2,0,3.75,1,no
230,0.213683192,0.039075948,0.8827865,12.8,14.725,17.25,4.4,6,1,2.25,1,no
235,0.063986924,0.00394831,1.056445,11.3,7.3,10.5,2.9,7,0,2.75,1,no
241,0.005574037,0,1.2303,8.533333333,4.033333333,1,1.366666667,8,1,1.666666667,1,no
243,0.083071125,0.03953651,1.6118075,17.35,8.45,26.25,5.225,5,0,3.25,1,no
249,0.00502812,0.084645109,0.302008525,22.8,19.1,3.25,4.5,1,0,4.25,1,no
255,0.040496515,0.033587152,1.8999075,9.2,7.675,8.25,2.525,3,1,1.75,1,no
258,0.212370811,0.259688722,1.421484,25.7,28.025,29.25,8.325,9,0,5.25,1,no
259,0.009206036,0.03340252,1.93013925,4.15,12.05,2.75,1.9,10,1,1.25,1,no
265,0,0,1.68802,0,0.2,0,0,6,0,1,1,no
267,0.072586062,0.034408577,1.024922725,12.85,6.575,20.75,3.95,3,1,5.25,1,no
271,0,0,1.0507105,0.1,0.9,1,0.25,5,0,1,1,no
274,0,0.129146144,2.48018,4.2,10.6,12,2.7,8,1,1,1,no
276,0.055045048,0.051586939,1.78211075,7.85,16.65,9.5,3.425,2,1,2.25,1,no
277,0.063647934,0.011809972,0.923848,2.35,13.2,12.25,2.775,6,0,1.5,1,no
278,0.008467017,0.201720953,0.866251,14,24.65,5.75,4.4,4,0,1.75,1,no
290,0.073114814,0.045167085,1.4992475,17.05,12.95,13.5,4.35,7,1,4.75,1,no
291,0.067067139,0.098653244,1.2359765,20.7,28.8,18.5,6.825,6,0,3.5,1,no
295,0.021666821,0.009628989,1.62862475,4.9,3.95,2.5,1.15,3,0,1.5,1,no
306,0.014496007,0.007296327,0.875735225,6.85,5.25,4.25,1.65,7,0,1.25,1,no
309,0.017114731,0.018980369,1.6966775,15.25,9,5.5,2.975,10,0,3,1,no
315,0.074941046,0.179410722,2.1902,21.15,18.75,11.25,5.125,1,1,4.5,1,no
328,0.046681128,0.041691911,1.249209,5.15,15.5,10.25,3.1,10,1,2.25,1,no
330,0.114303507,0.412930559,1.389438,16.05,27.825,21.25,6.525,7,1,2.5,1,no
335,0,0,1.94078,0.4,1.3,0,0.2,5,0,1,1,no
336,0.197696969,0.106243322,1.78519675,29.9,17.6,18.5,6.625,2,0,7.75,1,no
342,0.186492622,0.229395499,1.288859,24.75,24.125,20.25,6.925,4,1,5,1,no
350,0.014496007,0,0.664300975,6.2,2.4,4.25,1.3,2,0,1.25,1,no
352,0.026090207,0.059193769,2.80322,10.3,13.575,8,3.025,6,1,2,1,no
355,0.292872947,0.171880273,1.23004875,18.65,33.675,17.5,7,6,1,4,1,no
356,0.046538432,0.179410722,1.934681,20.9,18.775,9.25,4.875,1,1,4.5,1,no
361,0.068613907,0,0.93000125,1.35,5.425,10.75,1.75,1,1,1.25,1,no
363,0.63915403,0.053585294,1.20108675,28.1,17.075,23.5,6.875,5,0,5,1,no
365,0.00502812,0.01457267,0.4234565,11.75,8.125,1.25,2.125,4,1,2.25,1,no
368,0.049712392,0.041691911,1.2297915,6.6,13.1,11.5,3.125,6,1,1.75,1,no
373,0.083973784,0.062538553,1.19948325,19.3,23.7,19.25,6.25,6,1,3.25,1,no
377,0.065175623,0,3.06509,3.6,5.3,18,2.7,10,1,2,1,no
381,0.037359456,0.156596138,1.4029515,14.2,18.25,4.5,3.7,10,0,3,1,no
382,0.409556983,0.064616266,0.97157575,45.7,14.9,38.75,9.925,4,1,10,1,no
385,0,0,1.09877,0,3.1,2,0.5,4,0,1,1,no
390,0.048259659,0.142374922,1.3994645,18.6,21.15,15.5,5.525,5,0,3.5,1,no
392,0.012339331,0.02556413,1.260425,8.2,9.225,5.25,2.275,6,0,1.5,1,no
394,0.033442148,0.15846473,1.37012875,17.55,9.35,5.5,3.225,9,1,4,1,no
395,0,0.064573072,1.731743,3.6,5.45,7,1.6,7,1,1,1,no
396,0.057366071,0.036948829,0.388278,14.75,16.6,8.75,4,3,0,2.5,1,no
402,0.127941912,0.170979572,1.240113,22.25,43.825,17.25,8.35,5,0,5,1,no
405,0.005724612,0.006727381,1.24313025,10.15,5.225,2.5,1.775,8,0,2,1,no
414,0.059877562,0.093450311,1.4029515,23.75,16.775,17.25,5.775,10,0,5.25,1,no
417,0.374780905,0.195295118,0.275167,44.7,26.15,61.5,13.25,1,0,9,1,no
421,0.030169395,0.121146113,1.5817055,9.4,10.225,5.75,2.525,1,0,2.5,1,no
426,0.04217295,0.141044902,1.24313025,16.6,30,6,5.275,7,0,3.5,1,no
427,0.021563679,0.04410857,1.219616,14.55,8.85,5.5,2.875,9,0,3.25,1,no
428,0.175497318,0.087531712,0.58775375,9.85,25.65,17.25,5.275,5,0,2.75,1,no
429,0.007901887,0,1.09013,4.3,2.1,2.75,0.9,9,0,1,1,no
434,0,0.197397226,1.46948975,20.3,41.575,3.5,6.55,1,0,3.25,1,no
446,0.062638734,0.061061304,0.81617575,17.15,20.925,12.5,5.075,7,0,3,1,no
452,0.058114905,0.073225528,0.963088,8.2,18,13.5,3.95,3,0,1.75,1,no
455,0.030169395,0.121146113,1.5133895,10,10.625,6.25,2.675,10,1,2.5,1,no
456,0.05972799,0.035249002,0.71241375,17.45,23.2,14.25,5.5,8,0,4.25,1,no
459,0.014496007,0,0.97157575,6.45,2.425,4.25,1.325,6,1,1.25,1,no
460,0.232367732,0.02029128,0.97157575,11,10.525,29.5,5.1,6,1,2.5,1,no
463,0.027418571,0.025096044,1.5421965,16,5.525,10,3.15,6,1,2.25,1,no
465,0.012339331,0.02556413,1.4842675,2.95,9.975,5.25,1.825,9,1,1.25,1,no
468,0,0,1.209015,5.1,1.6,5,1.2,5,0,1,1,no
471,0.146863059,0.115860181,0.63665125,20.05,23.025,28,7.125,9,1,4.75,1,no
481,0.034062065,0.006727381,1.4983375,9.4,5.425,1.75,1.65,3,0,1.75,1,no
495,0.10856463,0,0.569286,35,0,17,5.2,4,0,6,1,no
497,0.029728638,0.342501325,1.6526215,18.1,27.275,7,5.225,7,1,3.25,1,no
500,0,0,1.204715,0,2.1,1,0.3,10,1,1,1,no
504,0.014496007,0,0.7505955,5.2,2.3,4.25,1.175,9,0,1.25,1,no
508,0.01562815,0.025096044,1.4204565,15.1,4.55,8.5,2.8,1,1,2,1,no
514,0.406474644,0.087531712,0.6595665,9.85,27.2,18.75,5.4,4,0,2.75,1,no
520,0,0.173587765,0.88519325,15.4,20.65,2,3.8,7,0,3.25,1,no
521,0.035151315,0.154885673,0.879626,10.2,24.025,5.75,4.025,1,0,2,1,no
524,0,0.137705678,0.664300975,14.2,24.3,2.5,4.1,9,0,3.25,1,no
525,0,0,0.652481,4.666666667,1.166666667,0,0.533333333,7,0,1.666666667,1,no
536,0.139698578,0.084751084,0.5112085,23.2,23.875,27,7.425,2,1,6.75,1,no
538,0.048910346,0.012728496,1.57357425,2.55,5.675,12.5,2.05,8,0,2,1,no
542,0.094590563,0,0.5165095,20.1,0.75,16,3.7,4,0,3.5,1,no
548,0,0,1.17778,0.066666667,1.433333333,1.333333333,0.266666667,5,0,1,1,no
552,0.008505688,0.030704552,2.0452775,12.45,5.825,1.5,1.975,7,1,1.25,1,no
555,0.008158803,0.02556413,1.3579115,3,9.35,5,1.75,4,0,1.25,1,no
558,0.006361486,0.119431702,0.79664525,16.35,18.85,1.75,3.7,10,1,2,1,no
559,0.181352653,0.077499567,0.80687525,13.05,17.375,9,3.875,2,1,3.25,1,no
561,0.208620509,0.371235944,1.19452625,26,29.175,20.25,7.55,9,1,5,1,no
