name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Samuel Kalu,MID,FAIL,FAIL,FAIL,1.05,0.35000000000000003,1.75,0.325,10,0,0.5,?
Mark Noble,MID,0.3805844187736511,0.0,1.266788,0.25,0.15,0.0,0.05,7,0,0.25,?
Andriy Yarmolenko,MID,0.0803250977769494,0.02920828782953322,1.266788,10.9,2.7,5.75,1.925,7,0,1.5,?
Manuel Lanzini,MID,0.13117491267621517,0.009981620125472546,1.266788,7.35,8.55,7.5,2.35,7,0,1.5,?
Saïd Benrahma,MID,0.04610797017812729,0.1986330933868885,1.266788,13.55,15.05,11.5,4.0,7,0,3.5,?
Declan Rice,MID,0.007498870603740215,0.0305816438049078,1.266788,15.600000000000001,11.125,1.0,2.7750000000000004,7,0,1.75,?
Tomas Soucek,MID,0.23978975974023342,0.18775826692581177,1.266788,26.25,14.774999999999999,20.5,6.175,7,0,4.25,?
Pablo Fornals,MID,0.24360433453693986,0.13049131352454424,1.266788,19.15,17.275,23.0,5.95,7,0,3.5,?
Nikola Vlasic,MID,0.036238715052604675,0.035869574174284935,1.266788,1.4,5.449999999999999,6.5,1.325,7,0,1.0,?
Alex Kral,MID,0.030804350972175598,0.030272994190454483,1.266788,0.0,0.0,0.0,0.0,7,0,0.0,?
Sonny Perkins,MID,0.0,0.0,1.266788,0.0,0.0,0.0,0.0,7,0,0.0,?
Armstrong Oko-Flex,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.0,?
Daniel Chesters,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,7,0,0.25,?
João Filipe Iria Santos Moutinho,MID,FAIL,FAIL,FAIL,13.5,12.4,1.75,2.75,3,1,2.0,?
Leander Dendoncker,MID,FAIL,FAIL,FAIL,5.2,11.175,3.0,1.9500000000000002,3,1,1.25,?
Rúben Diogo da Silva Neves,MID,FAIL,FAIL,FAIL,35.2,14.599999999999998,13.75,6.375,3,1,5.25,?
